06:51.9,1.42163E+12,AAA, ax,5.7862177, ay,0.791554, az,-5.452711
06:51.9,1.42163E+12,AAA, ax,6.173163, ay,0.7710466, az,-5.7697515
06:51.9,1.42163E+12,AAA, ax,7.0007915, ay,1.0994637, az,-6.763535
06:51.9,1.42163E+12,AAA, ax,7.565268, ay,1.1003618, az,-8.5734215
06:52.0,1.42163E+12,AAA, ax,7.6796303, ay,0.9714798, az,-7.982151
06:52.0,1.42163E+12,AAA, ax,7.048393, ay,1.027613, az,-6.9611244
06:52.0,1.42163E+12,AAA, ax,6.5651975, ay,0.9656419, az,-6.1785517
06:52.0,1.42163E+12,AAA, ax,6.278693, ay,0.87807405, az,-5.8157063
06:52.0,1.42163E+12,AAA, ax,6.2316914, ay,0.68437684, az,-6.0496697
06:52.0,1.42163E+12,AAA, ax,6.7820964, ay,0.72613996, az,-6.4610143
06:52.1,1.42163E+12,AAA, ax,7.085815, ay,0.39862105, az,-6.4940953
06:52.1,1.42163E+12,AAA, ax,6.768625, ay,0.2906955, az,-6.266868
06:52.2,1.42163E+12,AAA, ax,6.3325815, ay,0.38904098, az,-5.783074
06:52.2,1.42163E+12,AAA, ax,6.2906685, ay,0.68587375, az,-5.417983
06:52.2,1.42163E+12,AAA, ax,6.647227, ay,0.80772036, az,-5.624853
06:52.2,1.42163E+12,AAA, ax,6.518794, ay,0.6902147, az,-6.085146
06:52.2,1.42163E+12,AAA, ax,6.7695227, ay,0.7550299, az,-6.606212
06:52.2,1.42163E+12,AAA, ax,6.7424293, ay,0.8333171, az,-6.5406485
06:52.2,1.42163E+12,AAA, ax,6.7488656, ay,0.7095245, az,-6.841673
06:52.3,1.42163E+12,AAA, ax,7.056027, ay,0.83975375, az,-7.0433035
06:52.3,1.42163E+12,AAA, ax,6.9650164, ay,0.8029303, az,-7.3193293
06:52.3,1.42163E+12,AAA, ax,7.1030293, ay,0.8599617, az,-7.2489758
06:52.3,1.42163E+12,AAA, ax,7.211853, ay,0.80233157, az,-6.954538
06:52.3,1.42163E+12,AAA, ax,7.405999, ay,0.8066725, az,-6.660549
06:52.3,1.42163E+12,AAA, ax,6.9897146, ay,0.62390256, az,-6.555917
06:52.4,1.42163E+12,AAA, ax,6.5490313, ay,0.7301816, az,-6.1222687
06:52.4,1.42163E+12,AAA, ax,6.1087966, ay,0.7012917, az,-5.446424
06:52.4,1.42163E+12,AAA, ax,5.883066, ay,0.8680449, az,-5.565427
06:52.4,1.42163E+12,AAA, ax,5.943391, ay,0.8253836, az,-5.9915905
06:52.5,1.42163E+12,AAA, ax,6.532416, ay,0.63468015, az,-6.6994686
06:52.5,1.42163E+12,AAA, ax,7.181017, ay,0.7961943, az,-7.6549315
06:52.5,1.42163E+12,AAA, ax,7.724387, ay,0.59635985, az,-8.529114
06:52.5,1.42163E+12,AAA, ax,7.610923, ay,0.7414082, az,-8.050409
06:52.5,1.42163E+12,AAA, ax,6.9557357, ay,0.748743, az,-7.163653
06:52.5,1.42163E+12,AAA, ax,6.758895, ay,0.83556247, az,-6.985374
06:52.6,1.42163E+12,AAA, ax,6.531667, ay,0.7472461, az,-6.687194
06:52.6,1.42163E+12,AAA, ax,6.0632915, ay,0.7776329, az,-6.060597
06:52.6,1.42163E+12,AAA, ax,5.7838225, ay,0.8292755, az,-5.562283
06:52.6,1.42163E+12,AAA, ax,5.8031325, ay,0.62060946, az,-5.223687
06:52.6,1.42163E+12,AAA, ax,5.9742265, ay,0.66791105, az,-4.8734155
06:52.7,1.42163E+12,AAA, ax,6.4292803, ay,0.72643936, az,-5.1826725
06:52.7,1.42163E+12,AAA, ax,7.4432716, ay,0.726589, az,-5.998925
06:52.7,1.42163E+12,AAA, ax,7.859556, ay,0.5707631, az,-6.907236
06:52.7,1.42163E+12,AAA, ax,7.851473, ay,0.51462984, az,-7.988438
06:52.7,1.42163E+12,AAA, ax,7.3586974, ay,0.9491762, az,-7.825427
06:52.8,1.42163E+12,AAA, ax,6.904991, ay,1.0370435, az,-7.344627
06:52.8,1.42163E+12,AAA, ax,6.691984, ay,0.88989943, az,-6.9322343
06:52.8,1.42163E+12,AAA, ax,6.151159, ay,0.70368665, az,-7.139703
06:52.8,1.42163E+12,AAA, ax,6.2969556, ay,0.69036436, az,-6.6768656
06:52.9,1.42163E+12,AAA, ax,5.754334, ay,0.44771898, az,-5.3995714
06:52.9,1.42163E+12,AAA, ax,6.0781107, ay,0.70458484, az,-5.0355287
06:52.9,1.42163E+12,AAA, ax,5.952372, ay,0.20866607, az,-4.899611
06:52.9,1.42163E+12,AAA, ax,6.5048733, ay,0.42032593, az,-4.9259562
06:52.9,1.42163E+12,AAA, ax,7.558083, ay,0.80936694, az,-6.096073
06:52.9,1.42163E+12,AAA, ax,7.395072, ay,0.22677842, az,-6.951095
06:53.0,1.42163E+12,AAA, ax,6.7928743, ay,0.55010605, az,-6.748566
06:53.0,1.42163E+12,AAA, ax,6.458769, ay,0.9818083, az,-6.1695704
06:53.0,1.42163E+12,AAA, ax,6.0906844, ay,1.083896, az,-5.273833
06:53.0,1.42163E+12,AAA, ax,5.7820263, ay,1.0385404, az,-5.3869977
06:53.0,1.42163E+12,AAA, ax,6.854845, ay,1.2281959, az,-6.8873277
06:53.1,1.42163E+12,AAA, ax,7.717501, ay,0.75682616, az,-8.423433
06:53.1,1.42163E+12,AAA, ax,7.5497003, ay,0.44023454, az,-8.228688
06:53.1,1.42163E+12,AAA, ax,6.86697, ay,0.798739, az,-7.5794883
06:53.2,1.42163E+12,AAA, ax,6.427933, ay,0.23456222, az,-7.433542
06:53.2,1.42163E+12,AAA, ax,6.682404, ay,0.15867004, az,-7.4232135
06:53.2,1.42163E+12,AAA, ax,6.5421457, ay,0.21300705, az,-8.171207
06:53.2,1.42163E+12,AAA, ax,6.6000752, ay,-0.17184265, az,-8.965007
06:53.2,1.42163E+12,AAA, ax,6.5352597, ay,0.053438872, az,-7.346423
06:53.2,1.42163E+12,AAA, ax,6.6602497, ay,0.20207977, az,-5.7107744
06:53.2,1.42163E+12,AAA, ax,6.177803, ay,-0.7123686, az,-4.247567
06:53.3,1.42163E+12,AAA, ax,6.147267, ay,0.07005432, az,-3.358416
06:53.3,1.42163E+12,AAA, ax,6.6351023, ay,0.89873105, az,-3.900888
06:53.3,1.42163E+12,AAA, ax,7.7462416, ay,1.0238708, az,-4.6442423
06:53.3,1.42163E+12,AAA, ax,9.371712, ay,0.59216857, az,-5.7483463
06:53.4,1.42163E+12,AAA, ax,11.235187, ay,-0.10867401, az,-8.260273
06:53.4,1.42163E+12,AAA, ax,11.186837, ay,0.5763016, az,-10.042616
06:53.4,1.42163E+12,AAA, ax,9.663455, ay,0.99333435, az,-9.612411
06:53.4,1.42163E+12,AAA, ax,8.25698, ay,1.3079801, az,-8.916508
06:53.4,1.42163E+12,AAA, ax,6.920858, ay,1.7130377, az,-8.717571
06:53.5,1.42163E+12,AAA, ax,5.5908737, ay,1.9737954, az,-8.3024845
06:53.5,1.42163E+12,AAA, ax,4.6779222, ay,2.2408402, az,-7.4091425
06:53.5,1.42163E+12,AAA, ax,3.9829175, ay,2.0959415, az,-6.9296894
06:53.5,1.42163E+12,AAA, ax,3.172353, ay,1.7778529, az,-6.9759436
06:53.5,1.42163E+12,AAA, ax,2.6860144, ay,1.4334192, az,-7.652686
06:53.5,1.42163E+12,AAA, ax,2.9461734, ay,1.3811778, az,-8.385113
06:53.6,1.42163E+12,AAA, ax,3.300187, ay,1.1906241, az,-9.019195
06:53.6,1.42163E+12,AAA, ax,3.1717544, ay,1.3934523, az,-9.605525
06:53.6,1.42163E+12,AAA, ax,3.402724, ay,1.1758049, az,-10.365944
06:53.6,1.42163E+12,AAA, ax,3.3271313, ay,1.5353572, az,-10.489138
06:53.6,1.42163E+12,AAA, ax,2.7966344, ay,1.04348, az,-9.91568
06:53.7,1.42163E+12,AAA, ax,2.887196, ay,1.0298584, az,-9.170231
06:53.7,1.42163E+12,AAA, ax,3.4242792, ay,1.2645704, az,-8.205786
06:53.7,1.42163E+12,AAA, ax,4.731062, ay,0.8253836, az,-7.625742
06:53.8,1.42163E+12,AAA, ax,5.689219, ay,0.46792695, az,-6.9970493
06:53.8,1.42163E+12,AAA, ax,6.228398, ay,0.6318361, az,-6.0189834
06:53.8,1.42163E+12,AAA, ax,6.513705, ay,0.83975375, az,-5.4034634
06:53.8,1.42163E+12,AAA, ax,6.850055, ay,0.9665401, az,-5.195995
06:53.8,1.42163E+12,AAA, ax,6.988068, ay,0.8710387, az,-5.154531
06:53.8,1.42163E+12,AAA, ax,7.383396, ay,0.6331833, az,-5.5443206
06:53.8,1.42163E+12,AAA, ax,8.0227165, ay,0.56687117, az,-5.964048
06:53.9,1.42163E+12,AAA, ax,8.416548, ay,0.676593, az,-6.3373713
06:53.9,1.42163E+12,AAA, ax,8.444241, ay,0.7887099, az,-6.5696883
06:53.9,1.42163E+12,AAA, ax,8.359666, ay,0.91863966, az,-6.7883835
06:53.9,1.42163E+12,AAA, ax,8.500822, ay,0.9285191, az,-6.863677
06:54.0,1.42163E+12,AAA, ax,8.731493, ay,0.93226135, az,-6.639593
06:54.0,1.42163E+12,AAA, ax,8.577613, ay,0.6225554, az,-6.3218036
06:54.0,1.42163E+12,AAA, ax,8.319699, ay,0.6090834, az,-5.9772205
06:54.0,1.42163E+12,AAA, ax,8.204589, ay,0.68916684, az,-6.2063937
06:54.0,1.42163E+12,AAA, ax,7.938891, ay,0.6271957, az,-6.170618
06:54.1,1.42163E+12,AAA, ax,7.337741, ay,0.8360115, az,-6.1728635
06:54.1,1.42163E+12,AAA, ax,6.897806, ay,1.1349399, az,-6.428981
06:54.1,1.42163E+12,AAA, ax,7.1946387, ay,1.1331437, az,-7.1798196
06:54.1,1.42163E+12,AAA, ax,7.091653, ay,1.0035132, az,-7.824978
06:54.1,1.42163E+12,AAA, ax,7.120842, ay,0.9939331, az,-8.124355
06:54.2,1.42163E+12,AAA, ax,7.070397, ay,1.0148895, az,-8.299042
06:54.2,1.42163E+12,AAA, ax,6.789431, ay,1.2590318, az,-7.7890525
06:54.2,1.42163E+12,AAA, ax,6.2795916, ay,1.3989908, az,-7.7419004
06:54.2,1.42163E+12,AAA, ax,6.285579, ay,1.3320799, az,-7.7188487
06:54.2,1.42163E+12,AAA, ax,6.1023602, ay,1.275797, az,-7.2467303
06:54.3,1.42163E+12,AAA, ax,6.226302, ay,1.3585749, az,-7.1067715
06:54.3,1.42163E+12,AAA, ax,6.086493, ay,1.0545571, az,-6.6668363
06:54.3,1.42163E+12,AAA, ax,5.7231984, ay,1.0946736, az,-5.925877
06:54.3,1.42163E+12,AAA, ax,5.941744, ay,1.3906082, az,-5.629643
06:54.3,1.42163E+12,AAA, ax,6.560857, ay,0.97626984, az,-6.3195586
06:54.4,1.42163E+12,AAA, ax,7.181017, ay,1.035846, az,-6.377787
06:54.4,1.42163E+12,AAA, ax,7.834558, ay,1.147364, az,-6.7579966
06:54.4,1.42163E+12,AAA, ax,7.621102, ay,1.04348, az,-6.856642
06:54.4,1.42163E+12,AAA, ax,7.829319, ay,1.2525952, az,-5.985453
06:54.4,1.42163E+12,AAA, ax,7.5273967, ay,1.4867084, az,-5.7467
06:54.5,1.42163E+12,AAA, ax,7.2191877, ay,0.972827, az,-5.7645125
06:54.5,1.42163E+12,AAA, ax,7.6803784, ay,1.1502081, az,-5.845644
06:54.5,1.42163E+12,AAA, ax,7.6983414, ay,0.70144135, az,-6.119724
06:54.5,1.42163E+12,AAA, ax,7.4771013, ay,0.6312373, az,-5.793103
06:54.5,1.42163E+12,AAA, ax,7.297924, ay,1.0006691, az,-5.229675
06:54.5,1.42163E+12,AAA, ax,7.118148, ay,0.9249266, az,-5.891
06:54.6,1.42163E+12,AAA, ax,7.296726, ay,0.86355424, az,-6.582711
06:54.6,1.42163E+12,AAA, ax,7.3780074, ay,0.9080118, az,-6.5029273
06:54.6,1.42163E+12,AAA, ax,7.4323444, ay,0.9008267, az,-6.744375
06:54.6,1.42163E+12,AAA, ax,7.703281, ay,1.2228072, az,-7.038663
06:54.6,1.42163E+12,AAA, ax,7.1191955, ay,0.7288344, az,-6.0830503
06:54.7,1.42163E+12,AAA, ax,6.873556, ay,1.1256592, az,-5.342091
06:54.7,1.42163E+12,AAA, ax,7.4250097, ay,0.9057664, az,-5.8875566
06:54.7,1.42163E+12,AAA, ax,8.233029, ay,1.1880794, az,-7.10258
06:54.7,1.42163E+12,AAA, ax,7.6332264, ay,0.9412427, az,-7.4847355
06:54.7,1.42163E+12,AAA, ax,6.4089227, ay,0.9568103, az,-5.918243
06:54.8,1.42163E+12,AAA, ax,6.235134, ay,1.6057109, az,-4.92416
06:54.8,1.42163E+12,AAA, ax,6.2756996, ay,1.7821939, az,-5.660629
06:54.8,1.42163E+12,AAA, ax,6.125412, ay,1.0975177, az,-6.7514105
06:54.8,1.42163E+12,AAA, ax,6.591842, ay,1.1237133, az,-6.9579806
06:54.8,1.42163E+12,AAA, ax,7.066355, ay,1.4549744, az,-6.660549
06:54.9,1.42163E+12,AAA, ax,7.3476205, ay,1.8669177, az,-6.424939
06:54.9,1.42163E+12,AAA, ax,6.511609, ay,1.1747571, az,-5.6595807
06:54.9,1.42163E+12,AAA, ax,6.348598, ay,0.9466315, az,-4.974605
06:54.9,1.42163E+12,AAA, ax,7.3943233, ay,1.402733, az,-5.846542
06:54.9,1.42163E+12,AAA, ax,7.7679462, ay,1.1389815, az,-6.6129484
06:55.0,1.42163E+12,AAA, ax,7.0769835, ay,0.61117905, az,-6.530919
06:55.0,1.42163E+12,AAA, ax,6.1974125, ay,0.8813672, az,-5.553302
06:55.0,1.42163E+12,AAA, ax,5.584886, ay,1.2632232, az,-5.5164785
06:55.0,1.42163E+12,AAA, ax,6.304739, ay,1.0333012, az,-6.180797
06:55.1,1.42163E+12,AAA, ax,7.210655, ay,0.5736072, az,-6.934929
06:55.1,1.42163E+12,AAA, ax,7.4919205, ay,0.48663804, az,-6.782396
06:55.1,1.42163E+12,AAA, ax,7.4182734, ay,1.0183324, az,-6.340964
06:55.1,1.42163E+12,AAA, ax,7.41513, ay,1.3410612, az,-5.5571938
06:55.1,1.42163E+12,AAA, ax,7.9092526, ay,1.3250445, az,-5.4066067
06:55.1,1.42163E+12,AAA, ax,7.8953314, ay,0.97716796, az,-5.705236
06:55.2,1.42163E+12,AAA, ax,7.5028477, ay,1.0804532, az,-5.8857603
06:55.2,1.42163E+12,AAA, ax,7.238647, ay,0.9827064, az,-5.9053698
06:55.2,1.42163E+12,AAA, ax,7.3534584, ay,1.0506651, az,-5.6501503
06:55.2,1.42163E+12,AAA, ax,7.5423656, ay,1.0482701, az,-5.896089
06:55.3,1.42163E+12,AAA, ax,7.749235, ay,0.97402453, az,-6.335725
06:55.3,1.42163E+12,AAA, ax,7.923024, ay,0.83002394, az,-6.302494
06:55.3,1.42163E+12,AAA, ax,8.02571, ay,1.1385324, az,-6.2415705
06:55.3,1.42163E+12,AAA, ax,8.077204, ay,1.4717395, az,-6.3670096
06:55.3,1.42163E+12,AAA, ax,7.8963795, ay,1.1421249, az,-6.3662615
06:55.3,1.42163E+12,AAA, ax,7.1124597, ay,1.0823991, az,-5.620961
06:55.4,1.42163E+12,AAA, ax,6.7565, ay,1.5651453, az,-5.254673
06:55.4,1.42163E+12,AAA, ax,6.8846335, ay,1.2787907, az,-6.445596
06:55.4,1.42163E+12,AAA, ax,6.673572, ay,1.0095007, az,-6.5521746
06:55.4,1.42163E+12,AAA, ax,5.3054175, ay,0.9065149, az,-4.6196933
06:55.5,1.42163E+12,AAA, ax,5.760321, ay,1.6304096, az,-3.897595
06:55.5,1.42163E+12,AAA, ax,7.4149804, ay,1.6992663, az,-6.344107
06:55.5,1.42163E+12,AAA, ax,7.7010355, ay,0.6161188, az,-7.2923856
06:55.5,1.42163E+12,AAA, ax,6.988068, ay,0.5041516, az,-5.0422645
06:55.5,1.42163E+12,AAA, ax,7.9400883, ay,1.6772621, az,-5.4985156
06:55.5,1.42163E+12,AAA, ax,8.664433, ay,1.6441809, az,-6.8163753
06:55.6,1.42163E+12,AAA, ax,7.7059755, ay,1.1148816, az,-6.5297213
06:55.6,1.42163E+12,AAA, ax,6.72267, ay,0.49472123, az,-6.416557
06:55.6,1.42163E+12,AAA, ax,7.518715, ay,1.3084291, az,-6.243816
06:55.6,1.42163E+12,AAA, ax,7.765851, ay,1.5563136, az,-6.6110024
06:55.6,1.42163E+12,AAA, ax,7.1106634, ay,0.59127045, az,-6.9431615
06:55.7,1.42163E+12,AAA, ax,5.8998313, ay,-0.1261876, az,-5.3154464
06:55.7,1.42163E+12,AAA, ax,7.1055737, ay,1.1005114, az,-4.3306446
06:55.7,1.42163E+12,AAA, ax,8.928184, ay,2.167792, az,-6.4039826
06:55.8,1.42163E+12,AAA, ax,8.563542, ay,0.7325766, az,-7.8673396
06:55.8,1.42163E+12,AAA, ax,8.768616, ay,0.25252488, az,-5.8990827
06:55.8,1.42163E+12,AAA, ax,8.264913, ay,1.6557069, az,-4.79453
06:55.8,1.42163E+12,AAA, ax,8.363408, ay,1.760489, az,-6.094127
06:55.8,1.42163E+12,AAA, ax,8.710686, ay,1.3064831, az,-6.2900696
06:55.8,1.42163E+12,AAA, ax,7.8463836, ay,0.89618635, az,-5.6745496
06:55.8,1.42163E+12,AAA, ax,7.3667808, ay,1.540746, az,-5.7871156
06:55.9,1.42163E+12,AAA, ax,7.71825, ay,1.4256353, az,-5.9266257
06:55.9,1.42163E+12,AAA, ax,7.6871147, ay,1.1189232, az,-5.9983263
06:55.9,1.42163E+12,AAA, ax,7.012617, ay,0.95501405, az,-6.070776
06:55.9,1.42163E+12,AAA, ax,7.2024226, ay,1.6757653, az,-5.973029
06:56.0,1.42163E+12,AAA, ax,7.4597373, ay,1.7299526, az,-5.873486
06:56.0,1.42163E+12,AAA, ax,7.1235366, ay,1.470542, az,-5.67425
06:56.0,1.42163E+12,AAA, ax,7.146439, ay,1.5531702, az,-5.7910075
06:56.0,1.42163E+12,AAA, ax,7.1235366, ay,1.314716, az,-5.798492
06:56.0,1.42163E+12,AAA, ax,7.057374, ay,1.1532019, az,-5.9722805
06:56.1,1.42163E+12,AAA, ax,6.8446665, ay,1.0277628, az,-6.031258
06:56.1,1.42163E+12,AAA, ax,6.5404987, ay,0.97058165, az,-6.0279646
06:56.1,1.42163E+12,AAA, ax,6.8826876, ay,1.0476713, az,-6.2941113
06:56.1,1.42163E+12,AAA, ax,7.1042266, ay,0.9262738, az,-6.628067
06:56.1,1.42163E+12,AAA, ax,7.5035963, ay,0.93001604, az,-6.4797254
06:56.1,1.42163E+12,AAA, ax,7.413334, ay,0.80233157, az,-6.031557
06:56.2,1.42163E+12,AAA, ax,7.1154532, ay,0.9605525, az,-5.719456
06:56.2,1.42163E+12,AAA, ax,7.422465, ay,1.3451028, az,-5.6363792
06:56.2,1.42163E+12,AAA, ax,7.7178006, ay,1.2082874, az,-5.4543576
06:56.2,1.42163E+12,AAA, ax,7.667655, ay,1.1789484, az,-5.3735256
06:56.2,1.42163E+12,AAA, ax,7.5943074, ay,1.0696756, az,-5.353168
06:56.3,1.42163E+12,AAA, ax,7.66047, ay,1.4289285, az,-5.4422326
06:56.3,1.42163E+12,AAA, ax,7.120842, ay,1.242117, az,-5.8145084
06:56.3,1.42163E+12,AAA, ax,6.904093, ay,1.4072237, az,-5.810916
06:56.3,1.42163E+12,AAA, ax,6.925648, ay,1.5371535, az,-5.7800803
06:56.4,1.42163E+12,AAA, ax,7.010671, ay,1.7435743, az,-5.724546
06:56.4,1.42163E+12,AAA, ax,7.013216, ay,1.5825092, az,-5.526657
06:56.4,1.42163E+12,AAA, ax,6.8635273, ay,1.4831158, az,-5.2486854
06:56.4,1.42163E+12,AAA, ax,6.9825296, ay,1.2419673, az,-5.072202
06:56.4,1.42163E+12,AAA, ax,6.959627, ay,1.3302836, az,-5.3241286
06:56.4,1.42163E+12,AAA, ax,6.957532, ay,0.7212002, az,-5.3073635
06:56.5,1.42163E+12,AAA, ax,7.0855155, ay,0.9403446, az,-5.3160453
06:56.5,1.42163E+12,AAA, ax,6.443052, ay,0.59441394, az,-5.341492
06:56.5,1.42163E+12,AAA, ax,6.8252068, ay,1.0617421, az,-5.619015
06:56.5,1.42163E+12,AAA, ax,7.014563, ay,1.088237, az,-5.678142
06:56.6,1.42163E+12,AAA, ax,6.986871, ay,0.7887099, az,-5.342989
06:56.6,1.42163E+12,AAA, ax,7.6193056, ay,1.1523038, az,-5.1706977
06:56.6,1.42163E+12,AAA, ax,7.6568775, ay,0.8063731, az,-5.378615
06:56.6,1.42163E+12,AAA, ax,7.868837, ay,0.94393706, az,-5.4365444
06:56.6,1.42163E+12,AAA, ax,7.7438464, ay,0.79260176, az,-6.048921
06:56.6,1.42163E+12,AAA, ax,8.451725, ay,1.0376422, az,-7.119495
06:56.7,1.42163E+12,AAA, ax,7.955656, ay,0.7177574, az,-7.554191
06:56.7,1.42163E+12,AAA, ax,7.003486, ay,0.943488, az,-6.7484164
06:56.7,1.42163E+12,AAA, ax,6.635851, ay,1.547482, az,-6.214028
06:56.7,1.42163E+12,AAA, ax,6.884334, ay,1.7116905, az,-5.9885964
06:56.7,1.42163E+12,AAA, ax,5.8137603, ay,1.2828324, az,-5.4381914
06:56.8,1.42163E+12,AAA, ax,5.2148557, ay,0.9662407, az,-4.623286
06:56.8,1.42163E+12,AAA, ax,5.7131696, ay,1.2862751, az,-3.8951998
06:56.8,1.42163E+12,AAA, ax,7.151229, ay,1.6408877, az,-3.7351828
06:56.8,1.42163E+12,AAA, ax,8.111931, ay,1.0286609, az,-4.1444316
06:56.8,1.42163E+12,AAA, ax,9.248069, ay,0.41119492, az,-4.332291
06:56.9,1.42163E+12,AAA, ax,10.573711, ay,0.21644989, az,-4.5023375
06:56.9,1.42163E+12,AAA, ax,11.445499, ay,0.9469308, az,-4.9560437
06:56.9,1.42163E+12,AAA, ax,10.7475, ay,1.1241623, az,-5.880671
06:56.9,1.42163E+12,AAA, ax,8.403974, ay,0.53558624, az,-6.4532304
06:56.9,1.42163E+12,AAA, ax,7.472162, ay,1.2825329, az,-6.520291
06:57.0,1.42163E+12,AAA, ax,6.759793, ay,1.5179933, az,-6.680458
06:57.0,1.42163E+12,AAA, ax,5.9194403, ay,1.2454102, az,-6.826704
06:57.1,1.42163E+12,AAA, ax,5.1298323, ay,0.45026368, az,-6.260581
06:57.1,1.42163E+12,AAA, ax,5.0452585, ay,0.24593857, az,-5.0475035
06:57.1,1.42163E+12,AAA, ax,6.0589504, ay,1.2009526, az,-4.470903
06:57.1,1.42163E+12,AAA, ax,7.2621484, ay,1.3109738, az,-5.738317
06:57.1,1.42163E+12,AAA, ax,8.7472105, ay,0.7228468, az,-6.686595
06:57.1,1.42163E+12,AAA, ax,9.109457, ay,0.87373304, az,-6.32345
06:57.1,1.42163E+12,AAA, ax,8.11747, ay,1.5504757, az,-6.1819944
06:57.1,1.42163E+12,AAA, ax,7.5896673, ay,1.8384769, az,-6.4132633
06:57.2,1.42163E+12,AAA, ax,7.211254, ay,1.955234, az,-6.949149
06:57.2,1.42163E+12,AAA, ax,7.042405, ay,1.8271005, az,-8.11238
06:57.2,1.42163E+12,AAA, ax,7.4106393, ay,1.4212945, az,-8.681796
06:57.2,1.42163E+12,AAA, ax,7.3491173, ay,1.0183324, az,-7.7043285
06:57.2,1.42163E+12,AAA, ax,7.2958283, ay,0.9288185, az,-6.427933
06:57.3,1.42163E+12,AAA, ax,7.128027, ay,1.1320958, az,-5.698051
06:57.3,1.42163E+12,AAA, ax,6.9630704, ay,1.1967614, az,-5.46768
06:57.3,1.42163E+12,AAA, ax,7.1967344, ay,1.2407699, az,-5.5468655
06:57.3,1.42163E+12,AAA, ax,6.990164, ay,0.9548643, az,-5.6714063
06:57.4,1.42163E+12,AAA, ax,6.872209, ay,1.1406281, az,-5.8252864
06:57.4,1.42163E+12,AAA, ax,6.5107107, ay,1.3744419, az,-5.983507
06:57.4,1.42163E+12,AAA, ax,6.4949937, ay,1.2347822, az,-5.814808
06:57.4,1.42163E+12,AAA, ax,6.455925, ay,1.2663666, az,-5.7341256
06:57.4,1.42163E+12,AAA, ax,6.73704, ay,1.4510825, az,-5.9171953
06:57.4,1.42163E+12,AAA, ax,7.4073462, ay,1.1885284, az,-6.0155406
06:57.5,1.42163E+12,AAA, ax,7.7496843, ay,1.1282039, az,-5.8122635
06:57.5,1.42163E+12,AAA, ax,7.9794564, ay,1.0792557, az,-5.507048
06:57.5,1.42163E+12,AAA, ax,7.287745, ay,0.9735754, az,-5.531747
06:57.5,1.42163E+12,AAA, ax,6.668333, ay,1.2886702, az,-5.498067
06:57.5,1.42163E+12,AAA, ax,6.1944184, ay,1.3189073, az,-5.356461
06:57.6,1.42163E+12,AAA, ax,5.5145326, ay,1.4268329, az,-5.2867064
06:57.6,1.42163E+12,AAA, ax,4.796625, ay,1.1502081, az,-5.05873
06:57.6,1.42163E+12,AAA, ax,5.0138235, ay,0.9554631, az,-4.9772997
06:57.6,1.42163E+12,AAA, ax,5.7535853, ay,0.71162015, az,-5.113816
06:57.7,1.42163E+12,AAA, ax,6.720724, ay,0.3104544, az,-5.766309
06:57.7,1.42163E+12,AAA, ax,8.252489, ay,0.36119887, az,-6.468798
06:57.7,1.42163E+12,AAA, ax,9.094039, ay,0.20148101, az,-6.1439734
06:57.7,1.42163E+12,AAA, ax,8.839568, ay,0.7705975, az,-4.8940725
06:57.7,1.42163E+12,AAA, ax,8.514594, ay,1.4495856, az,-4.392765
06:57.7,1.42163E+12,AAA, ax,7.8414435, ay,1.3965957, az,-5.5875807
06:57.8,1.42163E+12,AAA, ax,7.0440516, ay,1.0535092, az,-6.569389
06:57.8,1.42163E+12,AAA, ax,6.35728, ay,0.6453081, az,-6.476133
06:57.8,1.42163E+12,AAA, ax,6.163583, ay,0.43334883, az,-6.111641
06:57.8,1.42163E+12,AAA, ax,5.840405, ay,0.44697052, az,-6.1367884
06:57.8,1.42163E+12,AAA, ax,5.725294, ay,0.44966492, az,-6.1896286
06:57.9,1.42163E+12,AAA, ax,6.935827, ay,0.760269, az,-6.1728635
06:57.9,1.42163E+12,AAA, ax,8.0613365, ay,0.7816745, az,-5.7462506
06:57.9,1.42163E+12,AAA, ax,9.335037, ay,1.2653188, az,-5.8939934
06:57.9,1.42163E+12,AAA, ax,10.297236, ay,1.2196637, az,-6.071524
06:57.9,1.42163E+12,AAA, ax,9.860595, ay,1.2969031, az,-5.1524353
06:58.0,1.42163E+12,AAA, ax,7.984696, ay,0.8972342, az,-4.4641666
06:58.1,1.42163E+12,AAA, ax,7.4667726, ay,1.3123211, az,-4.79917
06:58.1,1.42163E+12,AAA, ax,6.928642, ay,1.314716, az,-5.653593
06:58.1,1.42163E+12,AAA, ax,6.704558, ay,0.7244934, az,-6.6207323
06:58.1,1.42163E+12,AAA, ax,6.9126253, ay,0.25671616, az,-6.9096313
06:58.1,1.42163E+12,AAA, ax,7.5073385, ay,0.50385225, az,-6.118826
06:58.1,1.42163E+12,AAA, ax,8.0194235, ay,0.9915381, az,-5.997129
06:58.1,1.42163E+12,AAA, ax,7.917635, ay,0.8710387, az,-5.8011866
06:58.1,1.42163E+12,AAA, ax,7.757468, ay,1.0388397, az,-5.4625907
06:58.1,1.42163E+12,AAA, ax,7.289691, ay,1.2491524, az,-5.256918
06:58.2,1.42163E+12,AAA, ax,6.74662, ay,1.3037888, az,-5.3111057
06:58.2,1.42163E+12,AAA, ax,6.4271846, ay,1.185834, az,-5.4905825
06:58.2,1.42163E+12,AAA, ax,6.4744864, ay,0.99902254, az,-6.0761647
06:58.2,1.42163E+12,AAA, ax,6.532266, ay,0.757874, az,-6.7171316
